student_id,date,week_no,semester_phase,login_count,avg_session_duration_min,inactive_days_streak,forum_posts,resources_accessed,assignments_due,assignments_submitted,submission_delay_hours,late_submission_ratio_7d,time_to_start_assignment_hr,late_night_activity_ratio,weekend_activity_ratio,session_variance_7d,study_time_trend_7d,engagement_drop_pct_14d,focus_decay_score,consistency_score,burnout_risk_label,burnout_flag,login_7d_avg,login_14d_avg,late_submission_flag
S0001,2025-02-01,5,mid,5,47.851753246496536,0,1,1,0,1,3.2055273372773883,0.0,14.577489871752494,0.7371007058430192,0.9152543416691064,0.9587024074078462,-0.8842722044845852,0.0,0.3945217986081298,0.1067560659358843,low,0,6.0,6.0,0
S0001,2025-02-02,5,mid,5,40.088364712505424,0,1,4,1,1,1.174586965871562,0.0,11.087429376415908,0.8137950197069487,0.6847311725538793,0.1626169393448913,0.8218543689876849,0.012048172448865706,0.822537242923169,0.949799913291924,low,0,6.0,5.928571428571429,0
S0001,2025-02-03,5,mid,6,59.766586254296286,0,2,5,0,0,7.799193295705466,0.0,8.657715927225585,0.4803700818663546,0.9852860506655045,0.3767389699379407,0.4991565999521441,-0.02380948412705033,0.3929894489788591,0.8291642207065144,low,0,5.857142857142857,6.0,0
S0001,2025-02-04,5,mid,5,46.09860073043249,0,0,1,0,1,5.437366184552282,0.0,8.546872924092089,0.5343462750294631,0.7499107494699718,0.9131657522576428,0.1702990646509439,-0.01234565767417188,0.7261208440718481,0.7570812020424559,low,0,5.714285714285714,5.785714285714286,0
S0001,2025-02-05,6,mid,4,38.62764467924123,0,0,1,0,0,2.2628197689162857,0.0,11.606475429925611,0.6717006844058567,0.6181282404578958,0.3581627180328405,-0.772884815600742,-0.02499995625007663,0.6715731955927996,0.5203077009037933,low,0,5.571428571428571,5.714285714285714,0
S0001,2025-02-06,6,mid,6,60.51262854732971,0,2,3,0,0,6.290751899170295,0.0,14.105894672597046,0.7040797680992236,0.2129641615089107,0.1363714755867697,-0.970910668664236,-0.061728288370859544,0.350587558806597,0.5899176868546331,low,0,5.428571428571429,5.785714285714286,0
S0001,2025-02-07,6,mid,4,24.607678222398995,0,1,1,1,0,8.257231091142584,0.0,5.859695625355326,0.8623637087467452,0.949520623657642,0.1470734809290379,0.8531752503229888,-0.10256391847501808,0.4921162930795382,0.2582443882989583,low,0,5.0,5.571428571428571,0
S0001,2025-02-08,6,mid,6,44.67305251905907,0,1,3,0,1,5.97018822322655,0.0,3.812422978264752,0.460119158983572,0.5847661059491537,0.4003004889102813,0.3953351473938635,-0.07692293885626349,0.1800672723492985,0.696501466227079,low,0,5.142857142857143,5.571428571428571,0
S0001,2025-02-09,6,mid,6,42.64681258092748,0,2,3,0,0,3.9394847632551184,0.0,7.621381503212968,0.1770104842767468,0.0887025337570556,0.1206358711006008,-0.0784424639345484,-0.06329102707919261,0.2063337184057925,0.3642698610480754,low,0,5.285714285714286,5.642857142857143,0
S0001,2025-02-10,6,mid,7,45.35263551971729,0,0,1,0,0,5.245010996679038,0.0,15.920382674807673,0.1569776827161937,0.3772859652420726,0.0025950243836465,0.7366022140711737,-0.03797461624751553,0.0845170076806819,0.5972780822554306,low,0,5.428571428571429,5.642857142857143,0
S0001,2025-02-11,6,mid,6,48.15635976681239,0,1,4,0,1,8.289935427002568,0.0,9.252891881330864,0.0366832028905979,0.2524369443440207,0.7133495858845524,0.7904136753743987,-0.012658205415838616,0.5116774421156661,0.5321134852653157,low,0,5.571428571428571,5.642857142857143,0
S0001,2025-02-12,7,mid,5,35.44459559399574,0,1,1,0,0,5.519842938271458,0.0,6.126891787305655,0.8407099858779311,0.0892043287120561,0.5353355640155235,-0.5335671769003976,0.012658205415838458,0.3429268642782602,0.4739699414305561,low,0,5.714285714285714,5.642857142857143,0
S0001,2025-02-13,7,mid,7,31.923429318162427,0,1,2,0,1,7.958867855657649,0.0,15.958409218680648,0.3787726259512893,0.3374468338719181,0.8996473971450123,0.2151104445871456,0.03797461624751538,0.2443531554646545,0.4982476978489402,low,0,5.857142857142857,5.642857142857143,0
S0001,2025-02-14,7,mid,6,43.05748611765966,0,0,5,1,1,3.698714861756346,0.0,8.538623848705912,0.1865670240513057,0.2850951686938471,0.1733735952947548,0.7935308492528503,0.10256391847501825,0.0802337456616422,0.5245113895702547,low,0,6.142857142857143,5.571428571428571,0
S0001,2025-02-15,7,mid,6,44.49761890550863,0,0,2,1,1,4.982418887393289,0.0,11.354233595942494,0.7228960966217757,0.8208614731533526,0.7184572708365536,0.070073464089821,0.08860743791086953,0.476619484126412,0.8385825587026248,low,0,6.142857142857143,5.642857142857143,0
S0001,2025-02-16,7,mid,5,51.38623649837644,0,2,5,1,0,4.60407406259737,0.0,11.430484282972332,0.5938830975578988,0.3692304815098961,0.4542679722190996,0.0972062358763063,0.06329102707919244,0.5489219798889773,0.2017304623302358,low,0,6.0,5.642857142857143,0
S0001,2025-02-17,7,mid,5,47.609064338316735,0,0,1,0,0,3.553321835097532,0.0,17.30154423520725,0.4118409141472685,0.3488682665429953,0.9295291442478258,0.6612388155754583,0.0256409796187546,0.9650269106665126,0.1242972234855447,low,0,5.714285714285714,5.571428571428571,0
S0001,2025-02-18,7,mid,6,45.8939391914565,0,0,3,0,1,6.158606873744441,0.0,11.491875333492326,0.7505019247653135,0.7995371309195156,0.8251326766927972,-0.6271900264237118,0.012658205415838458,0.2356917460649997,0.6337585637201772,low,0,5.714285714285714,5.642857142857143,0
S0001,2025-02-19,8,mid,5,51.08113891218333,0,2,3,0,1,0.3472965730004462,0.0,14.532409654343578,0.5774862709061257,0.3553624518183959,0.3914821102015019,0.0637149593763479,0.0,0.0666191123908169,0.2290253909247963,low,0,5.714285714285714,5.714285714285714,0
S0001,2025-02-20,8,mid,3,59.32481917452506,0,0,3,1,1,5.676992814988829,0.0,8.754136258297596,0.6200727559285135,0.5334610919763215,0.8938925830509576,0.5771944224490615,-0.06493494687152511,0.1516748797327511,0.3117220677955482,low,0,5.142857142857143,5.5,0
S0001,2025-02-21,8,mid,6,36.43916174091133,0,0,2,1,0,4.30494653245409,0.0,12.487416053755805,0.8212573046720129,0.1106317369552072,0.8464522917345182,-0.7450226753360352,-0.08860743791086953,0.3972872905603672,0.7972953657795536,low,0,5.142857142857143,5.642857142857143,0
S0001,2025-02-22,8,mid,5,39.47354226652995,0,2,3,1,1,6.436197096503367,0.0,14.702783262636904,0.8267988278090783,0.9590747945640278,0.3425242571785434,-0.545298033940026,-0.10256391847501808,0.4235968624204829,0.2879296164757261,low,0,5.0,5.571428571428571,0
S0001,2025-02-23,8,mid,6,47.1265576238302,0,0,2,0,0,5.218789589209786,0.0,12.177299871696077,0.6966508238768923,0.9224993811772956,0.7072386343133986,-0.6949219141714773,-0.07692293885626349,0.5762883601668132,0.6067150463828559,low,0,5.142857142857143,5.571428571428571,0
S0001,2025-02-24,8,mid,7,39.88784323568815,0,3,5,1,1,5.8376788277369736,0.0,8.83213542481752,0.3321464126549389,0.3114442640456412,0.2273956208771126,0.2157887875885173,-0.02564097961875444,0.3793056983855488,0.7442496518432888,low,0,5.428571428571429,5.571428571428571,0
S0001,2025-02-25,8,mid,6,38.69587375970366,0,1,4,0,1,4.540240857107227,0.0,11.884420040442008,0.3469532018962277,0.7375012481097484,0.4522179408898071,-0.5507903541200361,-0.02564097961875444,0.4524395161326934,0.1408570203797998,low,0,5.428571428571429,5.571428571428571,0
S0001,2025-02-26,9,mid,5,31.80854954798055,0,2,3,1,1,4.462222618890339,0.0,6.6804222737749885,0.0853496680786438,0.9968742518459474,0.5021950103312426,0.1907700346400875,-0.02564097961875444,0.0670764773884274,0.7499604703991778,low,0,5.428571428571429,5.571428571428571,0
S0001,2025-02-27,9,mid,6,43.556395880760576,0,0,5,0,0,7.172211053539311,0.0,8.816253045290216,0.5874536042340743,0.2940446792209715,0.7140591997898282,0.0552954602895716,0.06493494687152511,0.5344558912572469,0.4810879483875859,low,0,5.857142857142857,5.5,0
S0001,2025-02-28,9,mid,7,44.82076426438146,0,0,5,0,0,3.342683927324411,0.0,12.764904155061542,0.8974304098188842,0.5265784666592938,0.800749771486121,0.9578628712319224,0.07692293885626364,0.8397888594565706,0.8669937600115235,low,0,6.0,5.571428571428571,0
S0001,2025-03-01,9,mid,7,23.25676435913353,0,0,3,0,0,1.5829934408629849,0.0,13.031035008824734,0.5694435177635003,0.887460482513503,0.5567215847833661,0.4416261926210132,0.11392384874254645,0.8053149673579051,0.9887287819554428,low,0,6.285714285714286,5.642857142857143,0
S0001,2025-03-02,9,mid,7,49.203245871845205,0,2,2,0,1,1.6604416558631998,0.0,15.294060802788156,0.8926717110769748,0.8174435617384409,0.3418173516978759,-0.481153133137415,0.11111091906754737,0.3796924081672669,0.5902949425148077,low,0,6.428571428571429,5.785714285714286,0
S0001,2025-03-03,9,mid,6,30.869756546582224,0,1,2,0,1,4.289935344706551,0.0,10.772419703747971,0.5657766199665605,0.9853673122417348,0.4710654526938144,-0.6357857223568335,0.07317060678189091,0.4847783671503461,0.5124576558819216,low,0,6.285714285714286,5.857142857142857,0
S0001,2025-03-04,9,mid,6,55.57124933356309,0,1,3,1,1,7.206050533555565,0.0,13.454276123394196,0.8225838759116739,0.5296616786550811,0.8150544284024571,-0.0038184929779885,0.07317060678189091,0.06717539991571,0.4052480880276887,low,0,6.285714285714286,5.857142857142857,0
S0001,2025-03-05,10,mid,7,44.79151239334864,0,0,5,0,0,6.822752391609128,0.0,7.2503625256736814,0.2507306605615977,0.6330980633574476,0.4942738501382714,0.1465887563588013,0.09523793650820102,0.8381069631782958,0.4043815015490243,low,0,6.571428571428571,6.0,0
S0001,2025-03-06,10,mid,5,59.54927808325667,0,0,3,0,0,5.294415658739205,0.0,9.33237558348658,0.0682497053540915,0.8370789907030294,0.4371933963572435,0.831027354583828,0.046511552190496415,0.7215328611219056,0.6104046670079576,low,0,6.428571428571429,6.142857142857143,0
S0001,2025-03-07,10,mid,5,50.55145288711121,0,1,1,1,1,2.536083748507957,0.0,10.43568033138804,0.8415296603100434,0.8464078493145573,0.955236312723479,-0.6906557182335276,0.011764686505222333,0.6233325509049907,0.4742373087003696,low,0,6.142857142857143,6.071428571428571,0
S0001,2025-03-08,10,mid,4,31.70854172838484,0,1,2,0,0,6.971445433647127,0.0,8.216606355585334,0.9620987857641176,0.7900135587918561,0.6905602324456406,0.0426013348271387,-0.04761896825410051,0.0867052118621836,0.9581707930039304,low,0,5.714285714285714,6.0,0
S0001,2025-03-09,10,mid,6,57.86148455106442,0,2,1,1,0,7.7096903447465,0.0,13.085927890909195,0.05159580665871,0.6699174645500392,0.0441654377101001,0.1765275139398621,-0.07142845238115084,0.9993534995658347,0.5558065814371796,low,0,5.571428571428571,6.0,0
S0001,2025-03-10,10,mid,4,42.2050093419996,0,0,1,0,1,4.607994737515337,0.0,7.108577469708346,0.7953418379590974,0.7450645481202204,0.0548826146464749,-0.0897126299276878,-0.08641960371920346,0.5224345760711689,0.6445466506258222,low,0,5.285714285714286,5.785714285714286,0
S0001,2025-03-11,10,mid,4,59.14040461002768,0,1,3,0,0,7.511512251147042,0.0,7.316178093341488,0.0653563407989423,0.3152903378306103,0.5394912923753372,0.5814463296779271,-0.1139238487425466,0.3187525029320699,0.6258913764370091,low,0,5.0,5.642857142857143,0
S0001,2025-03-12,11,mid,6,53.89630795623437,0,0,3,1,1,6.426799180410892,0.0,10.141051639371236,0.7987832357736654,0.9979341105333376,0.3507118154517101,0.5343765778622538,-0.14999973750045947,0.4019309136092421,0.4798756203039088,low,0,4.857142857142857,5.714285714285714,0
S0001,2025-03-13,11,mid,6,48.13861963470134,0,2,4,0,0,4.159626365808285,0.0,9.154646173418476,0.3546221576407765,0.2872389916540817,0.2963081204559901,-0.5327844979001801,-0.12499978125038284,0.0420931896363618,0.0178739347334138,low,0,5.0,5.714285714285714,0
S0001,2025-03-14,11,mid,5,47.3421473253652,0,1,4,0,1,3.7028962878812575,0.0,12.4055719961205,0.5885542289732454,0.9823305150800816,0.8841989781315029,0.201596892884396,-0.10256391847501808,0.9037239671752704,0.9891849098133588,low,0,5.0,5.571428571428571,0
S0001,2025-03-15,11,mid,5,45.543188864542365,0,1,5,0,0,4.168265317176431,0.0,9.68785072960109,0.9572702629833256,0.8262056957939659,0.8007696871298751,0.2595558459923062,-0.05263148199463841,0.2163240230365535,0.5182603666763922,low,0,5.142857142857143,5.428571428571429,0
S0001,2025-03-16,11,mid,6,69.53842174145709,0,0,3,1,1,3.3352888537915426,0.0,11.414246669159212,0.8158331249906178,0.2244405718366606,0.223817614822623,0.0739488457868271,-0.039999925333472575,0.5929399348417032,0.5800862078378112,low,0,5.142857142857143,5.357142857142857,0
S0001,2025-03-17,11,mid,5,41.12298440064016,0,5,3,1,1,4.529086555590612,0.0,10.3063867626131,0.5326025194007621,0.9621219725920498,0.1094688600544538,0.7889598619361349,0.0,0.9914753351450482,0.061517026239235,low,0,5.285714285714286,5.285714285714286,0
S0001,2025-03-18,11,mid,6,55.3047342043583,0,2,3,0,0,5.3147230025805925,0.0,15.19396173972753,0.8681608040515469,0.2452855322553345,0.1573406597025259,-0.6791997893398558,0.05405395178982092,0.3340088787452379,0.2386900313010175,low,0,5.571428571428571,5.285714285714286,0
S0001,2025-03-19,12,mid,5,50.94368808923169,0,3,2,1,1,7.413017933016714,0.0,7.549192987038292,0.1607598960483082,0.8179670241190622,0.8321341779577419,0.0149354675216724,0.05555544753107422,0.0063858717168335,0.2870381331749128,low,0,5.428571428571429,5.142857142857143,0
S0001,2025-03-20,12,mid,6,45.46436548156149,0,1,4,1,1,4.557605336548402,0.0,10.569162650674174,0.2833429482655816,0.0184277187382174,0.4322407838925123,0.6802430054824375,0.04109581159707368,0.3921512114451966,0.1794973234238334,low,0,5.428571428571429,5.214285714285714,0
S0001,2025-03-21,12,mid,6,51.76770270716955,0,0,4,1,1,7.1472634997195446,0.0,6.920454101766819,0.0673506014687717,0.5821704601762733,0.3458830569529567,0.2418310355349542,0.05405395178982092,0.0457420338125128,0.8715368061523763,low,0,5.571428571428571,5.285714285714286,0
S0001,2025-03-22,12,mid,5,48.772118750645205,0,1,3,0,1,7.27320954340912,0.0,8.629098029267725,0.2525087496883822,0.0010294798456333,0.1589382832767565,-0.0629211664628313,0.03999992533347274,0.94430363495783,0.1021936196937189,low,0,5.571428571428571,5.357142857142857,0
S0001,2025-03-23,12,mid,6,56.659137153714006,0,1,2,0,1,4.031381638827264,0.0,8.936127451199518,0.8680543225322929,0.963236653440132,0.0313023137475162,0.4625401339473711,0.03999992533347274,0.9095245109478184,0.8573600920924986,low,0,5.571428571428571,5.357142857142857,0
S0001,2025-03-24,12,mid,4,39.33330587489894,0,0,2,0,0,5.148412427600311,0.0,9.311792191808944,0.3685263437237611,0.864358249839637,0.4732099066915571,0.9363868558294436,0.013333308444491024,0.1855255157031211,0.8686231679556108,low,0,5.428571428571429,5.357142857142857,0
S0001,2025-03-25,12,mid,6,52.22540080290077,0,3,5,1,1,8.27622549909528,0.0,14.503116520013382,0.2475399556033751,0.5584126725831979,0.2255401424437354,-0.6783490618436199,-0.012986989374304989,0.6515194668022647,0.3259254639520749,low,0,5.428571428571429,5.5,0
S0001,2025-03-26,13,mid,4,64.65327508453711,0,1,5,1,1,4.095387361501847,0.0,2.7283620201131296,0.6000205481193037,0.2916625787093032,0.6949818861265425,0.7202447943784092,-0.013333308444490858,0.7798509888933498,0.0396188253483571,low,0,5.285714285714286,5.357142857142857,0
S0001,2025-03-27,13,mid,5,44.5228864385802,0,0,1,1,1,4.971925781313778,0.0,8.85045244604178,0.2103495799188686,0.3460165676448395,0.7758047357929561,0.882475008464773,-0.027026975894910377,0.0724162721463415,0.5342422059764451,low,0,5.142857142857143,5.285714285714286,0
S0001,2025-03-28,13,mid,5,55.751242752172885,0,0,2,1,1,3.8576420204344064,0.0,11.717748344068475,0.1674825822590697,0.1045678403344002,0.6364302495436367,0.4129514529738023,-0.05405395178982092,0.031586144825642,0.9362122462436898,low,0,5.0,5.285714285714286,0
S0001,2025-03-29,13,mid,6,38.53063222294426,0,3,3,0,0,6.302818561854044,0.0,15.929632821184684,0.5974758626319301,0.7838325534188619,0.4809038314489848,-0.9184917878150544,-0.039999925333472575,0.1639994809894972,0.4386072164895384,low,0,5.142857142857143,5.357142857142857,0
S0001,2025-03-30,13,mid,6,60.67353001959409,0,1,3,1,0,6.045670976071,0.0,8.278899988184262,0.6587077755008761,0.498195716453139,0.5553635509376312,0.4384035565445277,-0.039999925333472575,0.2284547413312987,0.996333916056742,low,0,5.142857142857143,5.357142857142857,0
S0001,2025-03-31,13,mid,6,46.200313267182615,0,0,3,0,0,2.310629149512132,0.0,8.88948810833983,0.8404524062769335,0.1741933365782536,0.9607805514869768,-0.1681852677061184,0.0,0.8462452920190493,0.6287648182059451,low,0,5.428571428571429,5.428571428571429,0
S0002,2025-01-14,2,mid,5,52.96208808452521,0,0,1,1,1,2.9964634428706907,0.0,10.20541410558601,0.0025840148449823,0.6379852057932976,0.5151751703337316,0.1870771382462943,-0.012658205415838616,0.7937438503805163,0.6466059134228601,low,0,5.571428571428571,5.642857142857143,0
S0002,2025-01-15,3,mid,5,34.18580371254596,0,3,4,1,1,4.410100643415944,0.0,13.7432262180212,0.6675498992914705,0.0955353138346681,0.623859324676573,-0.0964646425255417,-0.04999991250015311,0.5866084631754741,0.1680142077448634,low,0,5.428571428571429,5.714285714285714,0
S0002,2025-01-16,3,mid,6,49.137990974514985,0,0,1,1,1,2.8731967089642945,0.0,7.779859246531686,0.2061861645184264,0.6379607933159701,0.2568838476457148,0.2640309720408369,-0.07499986875022974,0.0584546141085539,0.1417743935271018,low,0,5.285714285714286,5.714285714285714,0
S0002,2025-01-17,3,mid,6,29.50468730421488,0,1,5,0,0,6.137966158370551,0.0,14.885189869385616,0.2741606665598058,0.0794193689889866,0.0856582495964305,0.7883817493282366,-0.1111109190675472,0.1918673247187429,0.3233715621155207,low,0,5.142857142857143,5.785714285714286,0
S0002,2025-01-18,3,mid,5,32.76059733237744,0,0,1,1,1,3.958172361326631,0.0,10.616285788814409,0.6401682238281661,0.2711474365001848,0.5928119916534227,0.3602638622069027,-0.03797461624751553,0.230829189154012,0.4568586448803686,low,0,5.428571428571429,5.642857142857143,0
S0002,2025-01-19,3,mid,4,31.70356697760692,0,2,4,1,1,5.220981077398937,0.0,11.133884379810622,0.7548378199408478,0.1704779381739175,0.4094778530052039,-0.1546217732076209,-0.03896096812291513,0.8218064439010868,0.0012366797594094,low,0,5.285714285714286,5.5,0
S0002,2025-01-20,3,mid,3,40.007027604280026,0,0,3,1,1,7.426195399958367,0.0,10.425150740919712,0.5209579772720422,0.6235856880027597,0.0891244321160166,0.5105408409936159,-0.06849301932845618,0.1277134836352348,0.8260676302525284,low,0,4.857142857142857,5.214285714285714,0
S0002,2025-01-21,3,mid,6,54.56702316794584,0,0,1,0,1,2.686500659327888,0.0,5.386458022213389,0.3463217685890035,0.2390553321972656,0.5097242467516981,0.6505722164657937,-0.05405395178982092,0.2797035384714792,0.9423870191022332,low,0,5.0,5.285714285714286,0
S0002,2025-01-22,4,mid,6,59.02072147217844,0,1,4,0,0,5.16365871709513,0.0,9.703331040426573,0.3806232934765801,0.8779743204450695,0.8680566901074503,0.6118508002352423,-0.027026975894910377,0.7900304363070614,0.3046791390980408,low,0,5.142857142857143,5.285714285714286,0
S0002,2025-01-23,4,mid,5,37.44254840507156,0,0,2,0,1,5.174629948017127,0.0,11.64007481731394,0.9327307404762548,0.5751633504966249,0.4793544401378518,-0.3725446176118079,-0.027777723765537197,0.6063709444333756,0.1391980246175298,low,0,5.0,5.142857142857143,0
S0002,2025-01-24,4,mid,6,43.84377885042544,0,2,5,1,1,6.015515340623001,0.0,10.161965255337378,0.432497878330132,0.3118161330852596,0.5061418628402441,-0.1209766227341797,-0.014084479270040827,0.1056646842617439,0.6408263146902062,low,0,5.0,5.071428571428571,0
S0002,2025-01-25,4,mid,6,32.175013788784774,0,1,3,0,0,3.8747994366926153,0.0,8.19524895575717,0.4846015870188647,0.754253544343863,0.6194977514075877,-0.4052899035263222,-0.027026975894910377,0.4303371775089212,0.1706647585499984,low,0,5.142857142857143,5.285714285714286,0
S0002,2025-01-26,4,mid,5,39.3954490172006,0,2,1,0,0,3.814344125241021,0.0,8.478001673834362,0.6557236725616563,0.8480158852494014,0.7243174696766612,0.5841872675210864,0.0,0.4047984290851998,0.6540757953719981,low,0,5.285714285714286,5.285714285714286,0
S0002,2025-01-27,4,mid,6,23.261787437653023,0,1,5,1,0,4.940219052195401,0.0,9.477058884895756,0.4813441516353236,0.0191922768230566,0.2598132087450342,0.52057964624427,0.08108092768473146,0.137109705728999,0.5353101314525917,low,0,5.714285714285714,5.285714285714286,0
S0002,2025-01-28,4,mid,5,44.69061002844376,0,1,4,1,0,4.220806786282415,0.0,11.661499995344638,0.6517106479109683,0.8106859279862663,0.6140813111847361,0.7191304632938915,0.05405395178982092,0.3923937215284745,0.9562221906489484,low,0,5.571428571428571,5.285714285714286,0
S0002,2025-01-29,5,mid,6,46.66652828563513,0,1,1,1,1,9.314616426531009,0.0,8.182855230989984,0.6593539222057827,0.8951177407065364,0.6366696821672073,0.2278671695201235,0.03999992533347274,0.0666520405606899,0.5184080219452041,low,0,5.571428571428571,5.357142857142857,0
S0002,2025-01-30,5,mid,6,38.22284630247894,0,1,5,1,0,6.586112761314858,0.0,13.6832567794579,0.8021305581275875,0.1053675339528059,0.0355708670355483,0.0171585788951569,0.06666654222245462,0.3875952314827695,0.4619469366709557,low,0,5.714285714285714,5.357142857142857,0
S0002,2025-01-31,5,mid,4,27.21369166790197,0,2,2,1,0,6.992095371611633,0.0,7.7296147342916175,0.6246635688542638,0.3819396396528959,0.2056872621955551,-0.7572271636811871,0.04109581159707368,0.6150129680388666,0.774633780637788,low,0,5.428571428571429,5.214285714285714,0
S0002,2025-02-01,5,mid,6,66.65002344901083,0,0,2,1,0,4.853862063185854,0.0,6.798950240746372,0.1139566347143171,0.4860155029775399,0.9202971812194076,0.0415362836684254,0.027026975894910543,0.6164997268950835,0.1566384369738083,low,0,5.428571428571429,5.285714285714286,0
S0002,2025-02-02,5,mid,5,47.01700559916547,0,1,2,0,1,4.557492752828456,0.0,9.169560100333236,0.8869249002092695,0.645810812655206,0.2859067892391601,0.6318938779372345,0.013333308444491024,0.861369996363436,0.846514338690278,low,0,5.428571428571429,5.357142857142857,0
